chart_date,rank,track_name,artist_name_local,spaceshower_artist_id,spaceshower_song_id,agency,sub_agency,artist_name_master,match_status,source_entry_url
2026-07-17,26,今 -明日 世界が終わっても-,SEVENTEEN,021927,0156670,HYBE,PLEDIS Entertainment,SEVENTEEN,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,27,Shine On Me,ENHYPEN,024052,0164350,HYBE,BELIFT LAB,ENHYPEN,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,28,Can't Stop,TOMORROW X TOGETHER,023125,0164905,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,29,Be Alright,IVE,024926,0164082,OTHER,Starship Entertainment,IVE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,30,Scars,Stray Kids,023639,0149332,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,31,Film out,BTS,020394,0146957,HYBE,BIGHIT MUSIC,BTS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,32,Sticky,NCT WISH,025668,0166418,SM,SM Entertainment,NCT WISH,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,33,Standing Next to You,Jung Kook,025358,0157649,,,,,https://tv.spaceshower.jp/p/00089521/
2026-07-17,34,Motto,ITZY,024629,0166574,JYP,JYP Entertainment,ITZY,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,35,Confetti,MISAMO,025315,0165524,,,,,https://tv.spaceshower.jp/p/00089521/
2026-07-17,36,Hollow,Stray Kids,023639,0163725,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,37,TOP 5,ZEROBASEONE,025369,0166596,OTHER,WakeOne,ZEROBASEONE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,38,BLACKHOLE,IVE,024926,0166099,OTHER,Starship Entertainment,IVE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,39,Super,SEVENTEEN,021927,0155527,HYBE,PLEDIS Entertainment,SEVENTEEN,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-07-17,40,ひとつの誓い (We'll Never Change),TOMORROW X TOGETHER,023125,0160263,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,confirmed,https://tv.spaceshower.jp/p/00089521/
