chart_date,rank,track_name,artist_name_local,spaceshower_artist_id,spaceshower_song_id,agency,sub_agency,artist_name_master,match_status,source_entry_url
2026-08-28,27,BOOMPALA,LE SSERAFIM,024900,0166568,HYBE,SOURCE MUSIC,LE SSERAFIM,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,28,GO!,CORTIS,026486,0164503,HYBE,BIGHIT MUSIC,CORTIS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,29,VIRAL,BOYNEXTDOOR,025298,0166719,HYBE,KOZ Entertainment,BOYNEXTDOOR,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,30,Love Me Right 〜romantic universe〜,EXO,020281,0111275,SM,SM Entertainment,EXO,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,31,EASY,LE SSERAFIM,024900,0158867,HYBE,SOURCE MUSIC,LE SSERAFIM,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,32,Count To Love,BOYNEXTDOOR,025298,0164349,HYBE,KOZ Entertainment,BOYNEXTDOOR,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,33,WORK,ATEEZ,023506,0159855,OTHER,KQ Entertainment,ATEEZ,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,34,Stick With You,TOMORROW X TOGETHER,023125,0166231,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,35,Do your dance,RIIZE,025507,0166764,SM,SM Entertainment,RIIZE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,36,METRONOME,izna,026093,0166968,OTHER,WakeOne,izna,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,37,Hot Mess,aespa,025310,0160187,SM,SM Entertainment,aespa,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,38,I Feel Good,BOYNEXTDOOR,025298,0163473,HYBE,KOZ Entertainment,BOYNEXTDOOR,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,39,Beat-Boxer,NEXZ,025812,0165114,JYP,JYP Entertainment Japan(Sony Music Japan),NEXZ,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-28,40,Love Me Like This,NMIXX,025116,0155411,JYP,JYP Entertainment,NMIXX,confirmed,https://tv.spaceshower.jp/p/00089521/
