chart_date,rank,track_name,artist_name_local,spaceshower_artist_id,spaceshower_song_id,agency,sub_agency,artist_name_master,match_status,source_entry_url
2026-09-11,19,SWIM,BTS,020394,0166039,HYBE,BIGHIT MUSIC,BTS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,20,Beat-Boxer,NEXZ,025812,0165114,JYP,JYP Entertainment Japan(Sony Music Japan),NEXZ,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,21,Born Savage,PLAVE,026243,0166299,OTHER,VLAST,PLAVE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,22,THUNDER,SEVENTEEN,021927,0163621,HYBE,PLEDIS Entertainment,SEVENTEEN,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,23,I Feel Good,BOYNEXTDOOR,025298,0163473,HYBE,KOZ Entertainment,BOYNEXTDOOR,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,24,Chk Chk Boom,Stray Kids,023639,0160434,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,25,GO,BLACKPINK,022154,0165880,YG,YG Entertainment,BLACKPINK,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,26,Pop Off Pop Off,KiiiKiii,026203,0167309,OTHER,Starship Entertainment,KiiiKiii,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,27,O-RLY?,NEXZ,025812,0163363,JYP,JYP Entertainment Japan(Sony Music Japan),NEXZ,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,28,CHILLER,NCT DREAM,024060,0164275,SM,SM Entertainment,NCT DREAM,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,29,WE GO UP,BABYMONSTER,025737,0164952,YG,YG Entertainment,BABYMONSTER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,30,Hot Mess,aespa,025310,0160187,SM,SM Entertainment,aespa,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,31,HOT,LE SSERAFIM,024900,0162899,HYBE,SOURCE MUSIC,LE SSERAFIM,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,32,LEMONADE,aespa,025310,0166693,SM,SM Entertainment,aespa,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,33,WORK,ATEEZ,023506,0159855,OTHER,KQ Entertainment,ATEEZ,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,34,When I'm With You,NCT DREAM,024060,0161719,SM,SM Entertainment,NCT DREAM,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,35,Can't Stop,TOMORROW X TOGETHER,023125,0164905,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,36,EASY,LE SSERAFIM,024900,0158867,HYBE,SOURCE MUSIC,LE SSERAFIM,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,37,Hollywood Action,BOYNEXTDOOR,025298,0164902,HYBE,KOZ Entertainment,BOYNEXTDOOR,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,38,CHOOM,BABYMONSTER,025737,0166533,YG,YG Entertainment,BABYMONSTER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,39,時よ止まれ,ILLIT,025726,0164493,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-09-11,40,Lemon Tang,Hearts2Hearts,026520,0166858,SM,SM Entertainment,Hearts2Hearts,confirmed,https://tv.spaceshower.jp/p/00089521/
