chart_date,rank,track_name,artist_name_local,spaceshower_artist_id,spaceshower_song_id,agency,sub_agency,artist_name_master,match_status,source_entry_url
2026-08-21,14,BOOMPALA,LE SSERAFIM,024900,0166568,HYBE,SOURCE MUSIC,LE SSERAFIM,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,15,BAD,ATEEZ,023506,0167017,OTHER,KQ Entertainment,ATEEZ,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,16,CHOOM,BABYMONSTER,025737,0166533,YG,YG Entertainment,BABYMONSTER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,17,VIRAL,BOYNEXTDOOR,025298,0166719,HYBE,KOZ Entertainment,BOYNEXTDOOR,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,18,Do It,Stray Kids,023639,0165306,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,19,TNT,CORTIS,026486,0166443,HYBE,BIGHIT MUSIC,CORTIS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,20,Under,ONEUS,023354,0167164,OTHER,RBW,ONEUS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,21,Love Me Like This,NMIXX,025116,0155411,JYP,JYP Entertainment,NMIXX,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,22,WE GO UP,BABYMONSTER,025737,0164952,YG,YG Entertainment,BABYMONSTER,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,23,CEREMONY,Stray Kids,023639,0164488,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,24,Do your dance,RIIZE,025507,0166764,SM,SM Entertainment,RIIZE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,25,はじめまして,TWS,026406,0163972,HYBE,PLEDIS Entertainment,TWS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,26,Hot Mess,aespa,025310,0160187,SM,SM Entertainment,aespa,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,27,NOT CUTE ANYMORE,ILLIT,025726,0165260,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,28,MUAH!,VAYONN,026866,0167055,,,,,https://tv.spaceshower.jp/p/00089521/
2026-08-21,29,singasong,V8,026850,0166911,,,,,https://tv.spaceshower.jp/p/00089521/
2026-08-21,30,Curious,AND2BLE,026824,0166677,,,,,https://tv.spaceshower.jp/p/00089521/
2026-08-21,31,It's Me,ILLIT,025726,0166442,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,32,EASY,LE SSERAFIM,024900,0158867,HYBE,SOURCE MUSIC,LE SSERAFIM,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,33,今 -明日 世界が終わっても-,SEVENTEEN,021927,0156670,HYBE,PLEDIS Entertainment,SEVENTEEN,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,34,Chk Chk Boom,Stray Kids,023639,0160434,JYP,JYP Entertainment,Stray Kids,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,35,METRONOME,izna,026093,0166968,OTHER,WakeOne,izna,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,36,TOP 5,ZEROBASEONE,025369,0166596,OTHER,WakeOne,ZEROBASEONE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,37,GO!,CORTIS,026486,0164503,HYBE,BIGHIT MUSIC,CORTIS,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,38,Magnetic,ILLIT,025726,0159261,HYBE,BELIFT LAB,ILLIT,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,39,BLACKHOLE,IVE,024926,0166099,OTHER,Starship Entertainment,IVE,confirmed,https://tv.spaceshower.jp/p/00089521/
2026-08-21,40,Stick With You,TOMORROW X TOGETHER,023125,0166231,HYBE,BIGHIT MUSIC,TOMORROW X TOGETHER,confirmed,https://tv.spaceshower.jp/p/00089521/
